TC-001.01,http://www.learn2test.net,learn2test.net
TC-001.02,http://www.alegro.com,www.alegro.com
TC-001.03,http://www.alegro.net,www.alegro.net
TC-001.04,http://www.learn2test.net,learn2test.net
TC-001.05,http://www.google.com,Google
TC-001.06,http://www.amazon.com,Amazon.com: Online Shopping for Electronics, Apparel, Computers, Books, DVDs & more
TC-001.07,http://www.ebay.com,Electronics, Cars, Fashion, Collectibles, Coupons and More | eBay
TC-001.08,http://www.github.com,GitHub · Build software better, together.
TC-001.09,http://www.facebook.com,Welcome to Facebook - Log In, Sign Up or Learn More
TC-001.010,http://www.youtube.com,YouTube
TC-001.011,http://www.cbs.com,CBS TV Network Primetime, Daytime, Late Night and Classic Television Shows
TC-001.012,http://www.nbc.com,NBC TV Network | Watch Primetime, Daytime, Late Night & Classic Television
TC-001.013,http://www.fox.com,FOX Broadcasting Company - FOX Television Shows
TC-001.014,http://www.netflix.com,Netflix - Watch TV Shows Online, Watch Movies Online
TC-001.015,http://www.mtv.com,New Music Videos, Reality TV Shows, Celebrity News, Pop Culture | MTV
TC-001.016,http://www.sho.com,Showtime Official Site
TC-001.017,http://www.comcast.com,Comcast Official Site: High-Speed Internet, Cable TV, and Phone Services Deals – XFINITY® from Comcast
TC-001.018,http://www.oracle.com,Oracle | Hardware and Software, Engineered to Work Together
TC-001.019,http://www.cnbc.com,Stock Markets, Business News, Financials, Earnings - CNBC
TC-001.020,http://www.hbo.com,HBO
TC-001.021,http://www.syfy.com,Imagine Greater | Syfy
TC-001.022,http://www.apache.org,Welcome to The Apache Software Foundation!
TC-001.023,http://www.uscis.gov,Homepage | USCIS
TC-001.024,http://www.dmv.ca.gov,California Department of Motor Vehicles
TC-001.025,http://www.costco.com,Welcome to Costco Wholesale
